Id,SalePrice
1461,124654.10111111111
1462,152079.5
1463,175493.52555555556
1464,182726.38888888888
1465,198482.37555555557
1466,179748.81666666668
1467,171853.94370370373
1468,178635.95555555556
1469,183351.04222222223
1470,129472.9
1471,184248.99555555556
1472,89500.0
1473,94955.01666666666
1474,154283.0
1475,134706.5677777778
1476,423577.5422222222
1477,278249.8255555556
1478,329424.08222222223
1479,301452.6877777778
1480,438874.87888888887
1481,318469.39444444445
1482,202500.0
1483,175462.9014814815
1484,172138.69833333333
1485,170117.63888888888
1486,218353.49555555556
1487,357269.4477777778
1488,242519.20444444445
1489,209974.97222222222
1490,199116.37555555557
1491,185776.8422222222
1492,106310.41555555556
1493,173613.8177777778
1494,291529.45
1495,293616.36555555556
1496,217323.97666666665
1497,203603.73222222223
1498,150577.33333333334
1499,151000.0
1500,156700.13944444444
1501,172630.44444444444
1502,160487.85222222222
1503,267838.15777777776
1504,223342.65555555557
1505,220311.62333333332
1506,204448.36777777778
1507,251443.36814814812
1508,184254.58555555556
1509,163601.79333333333
1510,145678.06222222222
1511,155229.55666666667
1512,168914.36444444445
1513,158352.60444444444
1514,159228.92555555556
1515,183867.07666666666
1516,149970.95444444445
1517,147455.29166666666
1518,161742.51555555555
1519,214738.75722222222
1520,140641.27777777778
1521,144915.86111111112
1522,168751.13333333333
1523,119962.58666666667
1524,120314.67888888888
1525,128854.27777777778
1526,128485.47222222222
1527,114851.55
1528,125947.32222222222
1529,139306.79444444444
1530,166729.32777777777
1531,119343.71333333333
1532,95501.21111111112
1533,140191.36222222223
1534,121224.30333333333
1535,138786.34555555554
1536,112020.33333333333
1537,102390.44111111111
1538,157201.52333333335
1539,190523.09666666668
1540,121256.62666666666
1541,153208.79333333333
1542,144915.17666666667
1543,201458.9388888889
1544,91054.80666666667
1545,99290.10388888889
1546,120928.15388888889
1547,124546.50222222222
1548,129444.92666666667
1549,117055.11111111111
1550,147898.23222222223
1551,115257.68222222223
1552,129056.54222222223
1553,122364.59444444445
1554,112386.21333333333
1555,163394.5611111111
1556,107545.14777777778
1557,119469.99222222222
1558,96575.04555555555
1559,121653.56777777777
1560,143218.62666666668
1561,150354.79555555555
1562,126859.71555555555
1563,104693.82777777778
1564,167329.47
1565,150945.21555555557
1566,222507.40444444446
1567,92549.66222222222
1568,203606.85777777777
1569,147286.37666666668
1570,138258.59666666668
1571,127280.94111111111
1572,136016.2877777778
1573,226157.1511111111
1574,138860.05444444445
1575,194576.6888888889
1576,214650.19666666666
1577,201868.6822222222
1578,147477.41555555555
1579,150452.51833333334
1580,190255.63888888888
1581,136257.30555555556
1582,114738.77777777778
1583,323676.95444444445
1584,237398.86111111112
1585,140000.0
1586,87101.91222222222
1587,103877.45
1588,143777.61777777778
1589,102717.35444444444
1590,123733.04222222223
1591,103079.29555555555
1592,136796.79555555555
1593,109479.49444444444
1594,136675.33666666667
1595,118048.63444444444
1596,241026.1588888889
1597,189469.54
1598,190934.75222222222
1599,182213.29611111112
1600,188579.17111111112
1601,53143.083333333336
1602,115539.81
1603,100029.65444444444
1604,266386.6111111111
1605,254719.77333333335
1606,166194.0
1607,210418.4088888889
1608,207666.44444444444
1609,200243.71944444443
1610,169577.41555555555
1611,157490.2111111111
1612,189741.3238888889
1613,186342.70333333334
1614,118516.13888888889
1615,84265.87333333334
1616,84265.87333333334
1617,84942.38888888889
1618,125817.61666666667
1619,138885.72222222222
1620,229054.047037037
1621,147106.41166666665
1622,145419.64111111112
1623,280680.83777777775
1624,199508.6159259259
1625,124732.25444444445
1626,177138.61111111112
1627,185204.9814814815
1628,259089.02
1629,178866.86666666667
1630,328514.4811111111
1631,238454.26444444444
1632,267487.6822222222
1633,172278.22555555555
1634,181076.88888888888
1635,177697.11666666667
1636,167074.66370370373
1637,175259.04555555555
1638,196982.17
1639,188154.60777777777
1640,247956.32
1641,190702.52333333335
1642,232528.8
1643,237921.64777777778
1644,220165.59
1645,182082.65666666668
1646,156527.20777777777
1647,164736.32777777777
1648,154663.0740740741
1649,137950.61111111112
1650,118992.88888888889
1651,122285.78555555556
1652,91500.0
1653,97598.0
1654,155000.0
1655,153231.85888888888
1656,151230.98555555556
1657,154100.85555555555
1658,150616.87444444443
1659,136595.53
1660,150936.92333333334
1661,460239.9166666667
1662,384116.95666666667
1663,384310.3433333333
1664,430494.24
1665,361109.48555555556
1666,281558.06666666665
1667,324864.5911111111
1668,361097.12333333335
1669,293843.6844444444
1670,355602.6611111111
1671,258741.58555555556
1672,445144.59777777776
1673,311715.2311111111
1674,259491.06
1675,196509.43444444446
1676,196000.0
1677,219326.57055555555
1678,386177.5111111111
1679,366431.1188888889
1680,329809.7588888889
1681,258207.29333333333
1682,293955.7344444444
1683,171750.0
1684,177703.38333333333
1685,176777.24777777778
1686,173041.75444444444
1687,167160.07166666666
1688,198805.13888888888
1689,188156.02222222224
1690,180560.36111111112
1691,171226.35888888888
1692,249277.08777777778
1693,170117.63888888888
1694,182133.61111111112
1695,179972.66666666666
1696,262695.2866666667
1697,180668.3688888889
1698,377345.0211111111
1699,368585.43
1700,252570.30666666667
1701,268151.6011111111
1702,272774.7888888889
1703,269890.3977777778
1704,273173.3077777778
1705,250916.53333333333
1706,427918.0188888889
1707,217675.74
1708,228974.67111111112
1709,288699.87
1710,238496.0511111111
1711,246015.68666666668
1712,298801.31888888887
1713,254777.2788888889
1714,224841.92777777778
1715,205639.5888888889
1716,172338.8388888889
1717,155306.61666666667
1718,126088.58888888889
1719,209777.45222222223
1720,256039.48444444445
1721,163487.07111111112
1722,129688.05
1723,157545.45666666667
1724,228114.26888888888
1725,225733.35888888888
1726,192217.61111111112
1727,177131.50555555554
1728,182443.15
1729,163718.605
1730,166558.78666666665
1731,129657.18
1732,122931.70222222223
1733,114969.24111111111
1734,131792.72222222222
1735,128023.3711111111
1736,122991.55555555556
1737,311364.7944444445
1738,221932.82555555555
1739,319721.8311111111
1740,244957.11555555556
1741,194542.53833333333
1742,168500.0
1743,183900.0
1744,283584.28444444446
1745,235928.59666666668
1746,233587.94222222222
1747,200577.85333333333
1748,209763.7288888889
1749,158533.7588888889
1750,147515.1188888889
1751,224207.8777777778
1752,114664.04777777777
1753,172733.70444444445
1754,201254.68444444446
1755,160877.23333333334
1756,118007.90333333334
1757,120800.95555555556
1758,148295.16444444444
1759,147103.17111111112
1760,169267.24333333335
1761,146077.22
1762,165567.39666666667
1763,165785.54
1764,126450.79555555555
1765,177355.38333333333
1766,163801.25555555554
1767,190768.57666666666
1768,136853.97222222222
1769,163865.9077777778
1770,142799.8711111111
1771,139457.08333333334
1772,152367.89777777778
1773,136728.16444444444
1774,150379.5688888889
1775,134087.17222222223
1776,118243.19
1777,112919.47333333333
1778,134556.67111111112
1779,129347.90333333334
1780,172406.07888888888
1781,132224.0
1782,105976.88111111111
1783,130750.63055555556
1784,99901.09333333334
1785,107877.79555555555
1786,152489.5288888889
1787,167923.265
1788,54822.13222222222
1789,106353.54111111112
1790,91034.69777777778
1791,210172.91333333333
1792,156106.48222222223
1793,148804.94444444444
1794,143295.84444444443
1795,128373.12777777777
1796,124201.79333333333
1797,123922.44111111111
1798,130413.61111111111
1799,110510.43444444444
1800,131979.97333333333
1801,129717.62222222223
1802,161765.35333333333
1803,149592.55555555556
1804,142044.43333333332
1805,135507.55555555556
1806,122414.88888888889
1807,132833.52333333335
1808,120183.52
1809,114121.27222222222
1810,136242.5677777778
1811,108013.89
1812,102481.81333333334
1813,118864.22
1814,102595.07777777778
1815,71395.98666666666
1816,98535.97
1817,129928.28
1818,127715.92777777778
1819,113295.64888888889
1820,72362.25111111111
1821,122862.0
1822,164390.0511111111
1823,60474.502222222225
1824,136597.75
1825,137137.94333333333
1826,104709.17888888888
1827,118333.42333333334
1828,137902.97
1829,115926.25
1830,148838.99555555556
1831,156390.71444444446
1832,127165.69333333333
1833,153850.10111111111
1834,127015.71555555555
1835,144240.5988888889
1836,141224.88888888888
1837,70735.24555555555
1838,129943.54111111112
1839,97934.71555555555
1840,179000.0
1841,135550.8488888889
1842,100851.90222222223
1843,139707.88888888888
1844,132535.87722222222
1845,142334.32222222222
1846,146676.79777777777
1847,182212.85777777777
1848,66983.15
1849,130103.04222222223
1850,124020.51666666666
1851,127726.16666666667
1852,121058.46777777778
1853,133564.8422222222
1854,168541.22666666665
1855,155770.54666666666
1856,218897.54111111112
1857,169951.66
1858,150639.29111111112
1859,118858.0
1860,152328.76
1861,119690.74111111111
1862,307198.3433333333
1863,307198.3433333333
1864,307198.3433333333
1865,313457.69
1866,320530.90555555554
1867,251899.6311111111
1868,267123.1988888889
1869,195817.55333333334
1870,227500.9011111111
1871,255409.06
1872,169697.2588888889
1873,234491.82111111112
1874,136468.77777777778
1875,195169.22
1876,219730.38888888888
1877,192002.94222222222
1878,214144.36444444445
1879,127498.28666666667
1880,134394.96666666667
1881,225135.05
1882,259815.65444444446
1883,203862.74333333335
1884,229621.6611111111
1885,237489.90666666668
1886,237860.6811111111
1887,195105.65555555557
1888,256873.05222222224
1889,159454.7811111111
1890,130121.45555555556
1891,140022.22222222222
1892,108183.76444444444
1893,131053.44444444444
1894,131705.5688888889
1895,141942.11333333334
1896,117547.43777777778
1897,121780.73333333334
1898,99380.65
1899,150270.1577777778
1900,136831.88
1901,157905.17
1902,138956.13333333333
1903,223508.86333333334
1904,142804.29
1905,188647.4711111111
1906,162615.00333333333
1907,199927.08333333334
1908,127120.00555555556
1909,132860.31666666668
1910,124000.0
1911,202526.02925925923
1912,281576.1322222222
1913,153219.99555555556
1914,67091.79555555555
1915,318512.1144444444
1916,72317.24333333333
1917,262049.21777777778
1918,131040.25
1919,157155.77777777778
1920,183507.58333333334
1921,386384.73333333334
1922,310683.75333333336
1923,204154.92222222223
1924,217830.2711111111
1925,228025.27666666667
1926,372474.62444444443
1927,137566.77777777778
1928,161641.93555555557
1929,121096.01333333334
1930,139144.23333333334
1931,141567.675
1932,145003.15333333332
1933,163410.69333333333
1934,180999.72222222222
1935,178872.13
1936,184960.16666666666
1937,179594.27666666667
1938,177962.70222222223
1939,258688.04
1940,198482.37555555557
1941,183083.61111111112
1942,185088.16666666666
1943,182483.88888888888
1944,323254.0811111111
1945,353608.6411111111
1946,167941.41
1947,298767.4633333333
1948,172442.0588888889
1949,242649.49777777778
1950,177152.4688888889
1951,255212.53555555554
1952,227787.63333333333
1953,164350.58666666667
1954,211990.26
1955,125753.17777777778
1956,251942.75
1957,180518.61111111112
1958,287003.71222222224
1959,148281.97444444444
1960,122619.88333333333
1961,123299.46222222222
1962,91500.0
1963,98268.87
1964,119489.44444444444
1965,152995.77777777778
1966,148519.47
1967,259298.04444444444
1968,394605.7688888889
1969,380299.3855555556
1970,420492.9733333333
1971,440888.48
1972,355814.9277777778
1973,281808.21
1974,317428.9611111111
1975,414397.12555555557
1976,268262.3288888889
1977,337712.7233333333
1978,395003.8622222222
1979,372908.0711111111
1980,193682.03333333333
1981,351262.5055555556
1982,241618.0911111111
1983,241618.0911111111
1984,163500.0
1985,214450.33777777778
1986,215136.49666666667
1987,181517.8777777778
1988,184301.6611111111
1989,199655.6888888889
1990,232065.45666666667
1991,219326.57055555555
1992,204190.64666666667
1993,176041.02333333335
1994,228125.28
1995,193701.78333333333
1996,264164.83444444445
1997,324528.2633333333
1998,345421.97444444447
1999,255578.3111111111
2000,295735.4266666667
2001,258375.0922222222
2002,237572.11666666667
2003,272315.83555555553
