Id,SalePrice
1461,137836.98
1462,146660.53
1463,166790.73
1464,183622.22
1465,197633.86
1466,178676.33
1467,163914.14
1468,173822.39
1469,177325.48
1470,125914.055
1471,187306.77
1472,93130.35
1473,88379.055
1474,156411.4
1475,146116.5
1476,389260.2
1477,282850.8
1478,332780.44
1479,282376.16
1480,457463.25
1481,354219.62
1482,219888.02
1483,173731.86
1484,171444.58
1485,175088.64
1486,205122.47
1487,388559.84
1488,256345.44
1489,212701.2
1490,193584.72
1491,185069.19
1492,101887.875
1493,184614.05
1494,293936.38
1495,288307.25
1496,221604.62
1497,209189.17
1498,151457.22
1499,151457.22
1500,144683.56
1501,174169.72
1502,164448.86
1503,299525.75
1504,222703.1
1505,225942.14
1506,183108.73
1507,233273.7
1508,186961.7
1509,164373.83
1510,146922.56
1511,151453.22
1512,159355.27
1513,161399.77
1514,156212.83
1515,204875.38
1516,154035.39
1517,142212.97
1518,155414.39
1519,208255.58
1520,139799.58
1521,145982.94
1522,175447.14
1523,125545.836
1524,120177.86
1525,125742.0
1526,129671.48
1527,107657.22
1528,134276.0
1529,140107.55
1530,165979.06
1531,90893.625
1532,84568.79
1533,144949.75
1534,127045.7
1535,126880.266
1536,115238.72
1537,74879.42
1538,169496.0
1539,178766.77
1540,92375.67
1541,160109.38
1542,152670.1
1543,249625.5
1544,80865.05
1545,101991.82
1546,120488.18
1547,121743.52
1548,137335.7
1549,99423.83
1550,145065.08
1551,111670.71
1552,123842.94
1553,133807.83
1554,114600.266
1555,163805.97
1556,116277.555
1557,99585.29
1558,91982.22
1559,99938.3
1560,128170.25
1561,126527.35
1562,132321.02
1563,117691.125
1564,163338.78
1565,144330.7
1566,255772.88
1567,77276.73
1568,214516.11
1569,134679.02
1570,134352.14
1571,126092.695
1572,143767.22
1573,185802.28
1574,134582.28
1575,188129.06
1576,199349.83
1577,204200.3
1578,142843.1
1579,148160.44
1580,195188.7
1581,139724.25
1582,124895.52
1583,331800.3
1584,242870.0
1585,144997.06
1586,81125.695
1587,97666.516
1588,136735.36
1589,101512.6
1590,130661.914
1591,106782.63
1592,121934.11
1593,109656.336
1594,146436.31
1595,119536.65
1596,271854.44
1597,191311.61
1598,190668.58
1599,210124.1
1600,208699.64
1601,32921.863
1602,107117.414
1603,80459.66
1604,276726.94
1605,250289.98
1606,162292.5
1607,151881.77
1608,207835.08
1609,204577.58
1610,168317.03
1611,154845.17
1612,171129.73
1613,169382.14
1614,110078.016
1615,76249.67
1616,76249.67
1617,80553.695
1618,130006.41
1619,132429.08
1620,207562.81
1621,143188.53
1622,136976.42
1623,268762.62
1624,205095.02
1625,130217.56
1626,171209.39
1627,186966.19
1628,269238.47
1629,176512.58
1630,343460.1
1631,224837.89
1632,274916.06
1633,167740.19
1634,177959.88
1635,180755.53
1636,164169.06
1637,184248.14
1638,201020.36
1639,185430.55
1640,266831.06
1641,182677.77
1642,231419.5
1643,233302.17
1644,220729.16
1645,164577.38
1646,156586.06
1647,161888.86
1648,151675.88
1649,134288.08
1650,116734.336
1651,128444.51
1652,95497.12
1653,95362.91
1654,158503.86
1655,154042.08
1656,156411.4
1657,158108.56
1658,156016.11
1659,145584.5
1660,144333.7
1661,490191.34
1662,448808.9
